timestamp,value
2013-10-06,21998137.460675
2013-10-07,22261701.320072
2013-10-08,23207057.094633
2013-10-09,22906284.086777
2013-10-10,23008734.952689
2013-10-11,22718086.369406
2013-10-12,21601124.547039
2013-10-13,20960366.805324
2013-10-14,21599513.971683
2013-10-15,22646222.880499
2013-10-16,22333619.801517
2013-10-17,22447784.892971
2013-10-18,21982930.336205
2013-10-19,21281896.739201
2013-10-20,21116129.193184
2013-10-21,21542400.980548
2013-10-22,22054301.077488
2013-10-23,22078538.405980
2013-10-24,22559780.483480
2013-10-25,21478158.119760
2013-10-26,20912540.343280
2013-10-27,21132315.466562
2013-10-28,20341305.807135
2013-10-29,19486950.665502
2013-10-30,19295120.899672
2013-10-31,19580073.506410
2013-11-01,20310370.971276
2013-11-02,20807134.882484
2013-11-03,19627132.555407
2013-11-04,19784003.744772
2013-11-05,20455552.297224
2013-11-06,20322468.445308
2013-11-07,20378716.612695
2013-11-08,20535288.693185
2013-11-09,19902468.427994
2013-11-10,19463164.146821
2013-11-11,19789128.374797
2013-11-12,20341771.516761
2013-11-13,20122684.944743
2013-11-14,20023549.644149
2013-11-15,19661608.177471
2013-11-16,17861191.946689
2013-11-17,17279947.374181
2013-11-18,18495104.010734
2013-11-19,19212468.913080
2013-11-20,18989198.654173
2013-11-21,19160135.340043
2013-11-22,19683622.531668
2013-11-23,19229511.167095
2013-11-24,18524623.226924
2013-11-25,18872816.506193
2013-11-26,19233755.155209
2013-11-27,18909081.656792
2013-11-28,19070256.542363
2013-11-29,19230390.046906
2013-11-30,19231644.748153
2013-12-01,18824708.458919
2013-12-02,19095357.734492
2013-12-03,19145305.755780
2013-12-04,19302000.045576
2013-12-05,19534300.398846
2013-12-06,19926930.412880
2013-12-07,19816920.557326
2013-12-08,19020430.474880
2013-12-09,19039331.257100
2013-12-10,19510772.045883
2013-12-11,19589288.448530
2013-12-12,19614956.032517
2013-12-13,20140591.941802
2013-12-14,19386049.953076
2013-12-15,18900220.565926
2013-12-16,18793162.479234
2013-12-17,19751228.609273
2013-12-18,19741738.767996
2013-12-19,19961066.582672
2013-12-20,19895758.327036
2013-12-21,19931325.509121
2013-12-22,19765369.227401
2013-12-23,20293353.847024
2013-12-24,17667695.951409
2013-12-25,11953239.560054
2013-12-26,18773729.739608
2013-12-27,20096703.458043
2013-12-28,19789396.081510
2013-12-29,19375122.478956
2013-12-30,19897093.126934
2013-12-31,18490332.771779
2014-01-01,12374064.859038
2014-01-02,18845137.604783
2014-01-03,19774204.186446
2014-01-04,19551347.560013
2014-01-05,19152838.790886
2014-01-06,19365422.018160
2014-01-07,19159606.815446
2014-01-08,19212946.695087
2014-01-09,18868287.825597
2014-01-10,18887729.603774
2014-01-11,18631039.025255
2014-01-12,18530804.757990
2014-01-13,18616632.376375
2014-01-14,19088788.351000
2014-01-15,19081848.667655
2014-01-16,18763683.373875
2014-01-17,18974681.165007
2014-01-18,18705378.879517
2014-01-19,17675092.297045
2014-01-20,18416210.233092
2014-01-21,19076126.084535
2014-01-22,18829111.305585
2014-01-23,18790761.597523
2014-01-24,19242349.176408
2014-01-25,19269457.347985
2014-01-26,18378889.340322
2014-01-27,18305189.059956
2014-01-28,18850764.001148
2014-01-29,18535405.459674
2014-01-30,18803051.473929
2014-01-31,19450265.872444
2014-02-01,19251073.005234
2014-02-02,18624934.568093
2014-02-03,18783004.613376
2014-02-04,19417384.891257
2014-02-05,19277124.146168
2014-02-06,19359665.145516
2014-02-07,19228734.087791
2014-02-08,19147269.253652
2014-02-09,18115269.781035
2014-02-10,18352698.392217
2014-02-11,18464236.075252
2014-02-12,18600699.619745
2014-02-13,18698812.179188
2014-02-14,18911903.367176
2014-02-15,18354510.139367
2014-02-16,17590674.917279
2014-02-17,17826822.769999
2014-02-18,18085947.239172
2014-02-19,17961778.186289
2014-02-20,18106713.506434
2014-02-21,18255093.188046
2014-02-22,18343802.592116
2014-02-23,17722502.814764
2014-02-24,17915970.300101
2014-02-25,18410758.797482
2014-02-26,18261380.815698
2014-02-27,18477545.796032
2014-02-28,18478048.309823
2014-03-01,18074094.652598
2014-03-02,18063442.229047
2014-03-03,18045112.380278
2014-03-04,18099551.313051
2014-03-05,18538328.655769
2014-03-06,18672713.637137
2014-03-07,18631182.780589
2014-03-08,18326086.571198
2014-03-09,17763715.321386
2014-03-10,18257481.080909
2014-03-11,18520918.806905
2014-03-12,18497989.582342
2014-03-13,18425786.609791
2014-03-14,18712176.818368
2014-03-15,19049380.074094
2014-03-16,18499355.176525
2014-03-17,18468669.449358
2014-03-18,18537005.298013
2014-03-19,18655236.297494
2014-03-20,18652032.157644
2014-03-21,18869487.363452
2014-03-22,18506233.867861
2014-03-23,17812798.627011
2014-03-24,18100178.677896
2014-03-25,18158734.395961
2014-03-26,17814238.881903
2014-03-27,17941862.940639
2014-03-28,18445024.747571
2014-03-29,18238850.383576
2014-03-30,17611959.022965
2014-03-31,18353878.371719
2014-04-01,18597706.238204
2014-04-02,18405405.752378
2014-04-03,18357689.927226
2014-04-04,18682001.145667
2014-04-05,19160403.914353
2014-04-06,19311373.784682
2014-04-07,19339306.788483
2014-04-08,20321822.979174
2014-04-09,20171686.040404
2014-04-10,20164468.917841
2014-04-11,20258122.749946
2014-04-12,20285718.506697
2014-04-13,20302434.815745
2014-04-14,20268804.053079
2014-04-15,20645105.140368
2014-04-16,20446618.822694
2014-04-17,21333691.570051
2014-04-18,20737929.497009
2014-04-19,19941820.626740
2014-04-20,17718820.811913
2014-04-21,18930579.517374
2014-04-22,19600274.208936
2014-04-23,19594408.225463
2014-04-24,19339243.048405
2014-04-25,19252133.161373
2014-04-26,19791864.297340
2014-04-27,19474704.715676
2014-04-28,19778688.799221
2014-04-29,20192356.610975
2014-04-30,21216709.750432
2014-05-01,20965781.532657
2014-05-02,21972831.519351
2014-05-03,22006887.269344
2014-05-04,21631665.248022
2014-05-05,21390622.143038
2014-05-06,21579876.234088
2014-05-07,21373834.130423
2014-05-08,21452039.291694
2014-05-09,21946937.880856
2014-05-10,22129589.950809
2014-05-11,21743566.794810
2014-05-12,21274654.056582
2014-05-13,21862126.519066
2014-05-14,22297793.443999
2014-05-15,22606244.537539
2014-05-16,22824213.812563
2014-05-17,22490041.762981
2014-05-18,21356585.604171
2014-05-19,20302863.905736
2014-05-20,19838338.773076
2014-05-21,19507689.954411
2014-05-22,19903606.624730
2014-05-23,20004000.328168
2014-05-24,19759815.713769
2014-05-25,19278189.565808
2014-05-26,19225202.584246
2014-05-27,19975600.719139
2014-05-28,20326768.377150
2014-05-29,21014948.848689
2014-05-30,21389999.721653
2014-05-31,21622292.109745
2014-06-01,21770374.733026
2014-06-02,21826883.134750
2014-06-03,21611408.198866
2014-06-04,21460787.634255
2014-06-05,21212222.474590
2014-06-06,21476541.353907
2014-06-07,21341338.615676
2014-06-08,20890066.246463
2014-06-09,21181969.939681
2014-06-10,21533974.474305
2014-06-11,22766976.325377
2014-06-12,24770898.920223
2014-06-13,26884975.103590
2014-06-14,28152524.347894
2014-06-15,27139778.605741
2014-06-16,25765019.249074
2014-06-17,24547126.499062
2014-06-18,23840982.319796
2014-06-19,23412513.187966
2014-06-20,23630303.668475
2014-06-21,23371503.793146
2014-06-22,22663116.283158
2014-06-23,22644942.484851
2014-06-24,22572699.391846
2014-06-25,22687700.127158
2014-06-26,22900819.821764
2014-06-27,23695347.831340
2014-06-28,24204853.107032
2014-06-29,23006900.924841
2014-06-30,22651757.003789
2014-07-01,22903504.019930
2014-07-02,22703038.611889
2014-07-03,23600983.964869
2014-07-04,24710259.190083
2014-07-05,24844368.298798
2014-07-06,23480559.529624
2014-07-07,22907018.973024
2014-07-08,25336158.897386
2014-07-09,25353404.918603
2014-07-10,26220502.865927
2014-07-11,27571381.783396
2014-07-12,27683045.216881
2014-07-13,26521846.781693
2014-07-14,27271541.090153
2014-07-15,27748039.849158
2014-07-16,27969378.332818
2014-07-17,27198761.884668
2014-07-18,25957851.520019
2014-07-19,25575810.964749
2014-07-20,24484134.371966
2014-07-21,26027649.139673
2014-07-22,27144994.358131
2014-07-23,26566965.878486
2014-07-24,25738586.775834
2014-07-25,26545014.192344
2014-07-26,27125244.478327
2014-07-27,25850363.978430
2014-07-28,26119701.860794
2014-07-29,27087816.723362
2014-07-30,26744944.271423
2014-07-31,25961921.460891
2014-08-01,25708337.791924
2014-08-02,25896250.151664
2014-08-03,25645417.275348
2014-08-04,25433482.634220
2014-08-05,27113038.927498
2014-08-06,27141796.756351
2014-08-07,27801776.748882
2014-08-08,28158429.911245
2014-08-09,27894717.083270
2014-08-10,27133708.138783
2014-08-11,27001485.458984
2014-08-12,27832858.084986
2014-08-13,26308941.229004
2014-08-14,26090942.518817
2014-08-15,26655764.650875
2014-08-16,26047814.315412
2014-08-17,26937847.789435
2014-08-18,26864622.200785
2014-08-19,25785200.623350
2014-08-20,25547033.781481
2014-08-21,25722672.515885
2014-08-22,26011276.646040
2014-08-23,26017776.287293
2014-08-24,25493481.738751
2014-08-25,26542378.665151
2014-08-26,28634575.826141
2014-08-27,28727147.151609
2014-08-28,27654938.894566
2014-08-29,26842082.912108
2014-08-30,26587609.947072
2014-08-31,26277929.443793
2014-09-01,27674175.574411
2014-09-02,27726354.105903
2014-09-03,26616280.583753
2014-09-04,26380848.509666
2014-09-05,26442822.081094
2014-09-06,26971470.865229
2014-09-07,26425412.702797
2014-09-08,26756782.670980
2014-09-09,26802206.727070
2014-09-10,26030489.424833
2014-09-11,26256839.643699
2014-09-12,26525186.865769
2014-09-13,26126575.061527
2014-09-14,25379001.027488
2014-09-15,25371201.807936
2014-09-16,24940602.452339
2014-09-17,24321033.704090
2014-09-18,23956183.160675
2014-09-19,24089108.590757
2014-09-20,23798378.606447
2014-09-21,23616148.088984
2014-09-22,23360653.164643
2014-09-23,23574819.557213
2014-09-24,23365229.732502
2014-09-25,23174973.614385
2014-09-26,23571398.087514
2014-09-27,23873528.301060
2014-09-28,23055892.792878
2014-09-29,23094978.179056
2014-09-30,23130702.380967
2014-10-01,24129003.854952
2014-10-02,24724202.900391
2014-10-03,25143480.364894
2014-10-04,24108391.561352
2014-10-05,21520504.297636
2014-10-06,22265947.649268
2014-10-07,23180335.915634
2014-10-08,24031391.006297
2014-10-09,23196559.850760
2014-10-10,22770799.005390
2014-10-11,22008107.589553
2014-10-12,21135063.714306
2014-10-13,20137474.912561
2014-10-14,20466667.607620
2014-10-15,21978394.489883
2014-10-16,22970264.796129
2014-10-17,23140110.606393
2014-10-18,23018409.840034
2014-10-19,23214388.110552
2014-10-20,23835609.037471
2014-10-21,23959617.725299
2014-10-22,24718138.492858
2014-10-23,23181169.482322
2014-10-24,23673644.943988
2014-10-25,23277008.368234
2014-10-26,22181827.735989
2014-10-27,21836800.553491
2014-10-28,22028833.436936
2014-10-29,22281670.466566
2014-10-30,22198906.683404
2014-10-31,22317376.746126
2014-11-01,22387433.219782
2014-11-02,20776525.948901
2014-11-03,20501988.463421
2014-11-04,18893772.122201
2014-11-05,18726954.699760
2014-11-06,19093796.469118
2014-11-07,19829724.064997
2014-11-08,20061990.802933
2014-11-09,18565535.888546
2014-11-10,18767260.886137
2014-11-11,19882303.992387
2014-11-12,19857714.137757
2014-11-13,19837510.437936
2014-11-14,19800575.703785
2014-11-15,19421788.322795
2014-11-16,18448176.182976
2014-11-17,18956326.339261
2014-11-18,19588484.747556
2014-11-19,19928716.075709
2014-11-20,19849714.780850
2014-11-21,20378879.138781
2014-11-22,20389946.537325
2014-11-23,19489762.067097
2014-11-24,19396314.671546
2014-11-25,19260914.861150
2014-11-26,18890870.190657
2014-11-27,18915707.209177
2014-11-28,19280313.792284
2014-11-29,19055375.670015
2014-11-30,18826512.443359
2014-12-01,19025529.726128
2014-12-02,18922572.697520
2014-12-03,18811279.108853
2014-12-04,18889163.300969
2014-12-05,18902207.903456
2014-12-06,18839206.298145
2014-12-07,18325892.379157
2014-12-08,18728505.492356
2014-12-09,18684856.409300
2014-12-10,19108384.109536
2014-12-11,19169587.780199
2014-12-12,19516170.023239
2014-12-13,18673577.043530
2014-12-14,17865615.967229
2014-12-15,18833884.689421
2014-12-16,19502408.697254
2014-12-17,19481794.517746
2014-12-18,19299147.712411
2014-12-19,19492321.480088
2014-12-20,19371507.373781
2014-12-21,19233432.230118
2014-12-22,19707374.850744
2014-12-23,19828404.511660
2014-12-24,17314108.695237
2014-12-25,10709144.072137
2014-12-26,18714893.918186
2014-12-27,19023230.751846
2014-12-28,18936099.048236
2014-12-29,19323299.383125
2014-12-30,19326169.081850
2014-12-31,17363037.535273
2015-01-01,124214.199215
